R,F,M,r_quartile,f_quartile,m_quartile,RFM_Score,customer_class
15,1,250.57,1,0,1,101,频次深耕客户
377,1,86.15,0,0,0,000,流失客户
295,1,43.34,0,0,0,000,流失客户
472,1,208.8,0,0,1,001,新客户
168,1,69.85,1,0,0,100,重要客户预警流失客户
78,1,70.89,1,0,0,100,重要客户预警流失客户
430,1,111.02,0,0,0,000,流失客户
182,1,139.62,1,0,0,100,重要客户预警流失客户
148,1,167.14,1,0,0,100,重要客户预警流失客户
419,1,50.5,0,0,0,000,流失客户
27,1,77.21,1,0,0,100,重要客户预警流失客户
259,1,111.89,0,0,0,000,流失客户
516,1,46.1,0,0,0,000,流失客户
134,1,98.34,1,0,0,100,重要客户预警流失客户
22,1,98.15,1,0,0,100,重要客户预警流失客户
346,1,97.8,0,0,0,000,流失客户
46,1,155.98,1,0,0,100,重要客户预警流失客户
47,1,119.37,1,0,0,100,重要客户预警流失客户
161,1,105.7,1,0,0,100,重要客户预警流失客户
412,1,148.15,0,0,0,000,流失客户
119,3,614.88,1,1,1,111,重要价值客户
496,1,187.47,0,0,0,000,流失客户
354,1,49.84,0,0,0,000,流失客户
122,1,249.48,1,0,1,101,频次深耕客户
259,1,121.76,0,0,0,000,流失客户
337,1,245.35,0,0,1,001,新客户
16,1,126.23,1,0,0,100,重要客户预警流失客户
146,1,142.7,1,0,0,100,重要客户预警流失客户
208,1,64.53,1,0,0,100,重要客户预警流失客户
211,1,137.6,1,0,0,100,重要客户预警流失客户
291,1,195.0,0,0,0,000,流失客户
29,1,27.39,1,0,0,100,重要客户预警流失客户
275,1,87.72,0,0,0,000,流失客户
327,1,35.69,0,0,0,000,流失客户
86,1,48.22,1,0,0,100,重要客户预警流失客户
119,1,163.16,1,0,0,100,重要客户预警流失客户
207,1,213.55,1,0,1,101,频次深耕客户
208,1,203.97,1,0,1,101,频次深耕客户
264,1,116.24,0,0,0,000,流失客户
431,1,75.43,0,0,0,000,流失客户
12,1,63.22,1,0,0,100,重要客户预警流失客户
308,2,124.74000000000001,0,1,0,010,一般客户
30,1,83.26,1,0,0,100,重要客户预警流失客户
29,2,841.92,1,1,1,111,重要价值客户
216,1,109.67,1,0,0,100,重要客户预警流失客户
245,1,28.5,0,0,0,000,流失客户
229,1,170.12,0,0,0,000,流失客户
267,1,225.71,0,0,1,001,新客户
149,1,178.52,1,0,0,100,重要客户预警流失客户
484,2,294.32,0,1,1,011,消费潜力客户
64,2,52.92999999999999,1,1,0,110,高消费唤醒客户
34,1,74.72,1,0,0,100,重要客户预警流失客户
194,1,34.97,1,0,0,100,重要客户预警流失客户
54,1,45.19,1,0,0,100,重要客户预警流失客户
501,1,219.38,0,0,1,001,新客户
455,2,194.4,0,1,0,010,一般客户
149,1,139.77,1,0,0,100,重要客户预警流失客户
251,1,178.46,0,0,0,000,流失客户
179,2,754.0,1,1,1,111,重要价值客户
387,1,200.74,0,0,0,000,流失客户
351,1,86.15,0,0,0,000,流失客户
262,1,66.5,0,0,0,000,流失客户
182,2,196.64,1,1,0,110,高消费唤醒客户
208,1,167.29,1,0,0,100,重要客户预警流失客户
167,1,46.22,1,0,0,100,重要客户预警流失客户
143,1,117.57,1,0,0,100,重要客户预警流失客户
225,1,82.72,0,0,0,000,流失客户
545,1,210.48,0,0,1,001,新客户
444,1,48.27,0,0,0,000,流失客户
278,1,40.77,0,0,0,000,流失客户
368,1,93.68,0,0,0,000,流失客户
107,1,68.13,1,0,0,100,重要客户预警流失客户
7,1,192.86,1,0,0,100,重要客户预警流失客户
471,1,121.96,0,0,0,000,流失客户
348,1,26.68,0,0,0,000,流失客户
93,1,66.75,1,0,0,100,重要客户预警流失客户
91,1,18.43,1,0,0,100,重要客户预警流失客户
292,1,49.24,0,0,0,000,流失客户
236,1,123.89,0,0,0,000,流失客户
209,1,1222.8,1,0,1,101,频次深耕客户
210,1,54.6,1,0,0,100,重要客户预警流失客户
79,1,153.4,1,0,0,100,重要客户预警流失客户
9,1,153.1,1,0,0,100,重要客户预警流失客户
479,1,147.28,0,0,0,000,流失客户
222,1,35.31,0,0,0,000,流失客户
693,1,134.8,0,0,0,000,流失客户
331,1,74.05,0,0,0,000,流失客户
547,1,116.24,0,0,0,000,流失客户
342,2,375.87,0,1,1,011,消费潜力客户
301,3,592.11,0,1,1,011,消费潜力客户
321,1,310.2,0,0,1,001,新客户
267,1,153.22,0,0,0,000,流失客户
249,1,96.32,0,0,0,000,流失客户
245,1,163.79,0,0,0,000,流失客户
351,1,65.5,0,0,0,000,流失客户
85,1,148.69,1,0,0,100,重要客户预警流失客户
167,1,125.52,1,0,0,100,重要客户预警流失客户
30,1,71.13,1,0,0,100,重要客户预警流失客户
128,1,68.87,1,0,0,100,重要客户预警流失客户
131,1,242.52,1,0,1,101,频次深耕客户
497,1,69.49,0,0,0,000,流失客户
432,1,20.28,0,0,0,000,流失客户
338,1,117.85,0,0,0,000,流失客户
166,1,340.04,1,0,1,101,频次深耕客户
186,1,145.58,1,0,0,100,重要客户预警流失客户
182,1,60.1,1,0,0,100,重要客户预警流失客户
209,1,189.37,1,0,0,100,重要客户预警流失客户
199,2,472.53999999999996,1,1,1,111,重要价值客户
23,1,238.58,1,0,1,101,频次深耕客户
101,2,124.48,1,1,0,110,高消费唤醒客户
72,1,75.2,1,0,0,100,重要客户预警流失客户
457,1,45.0,0,0,0,000,流失客户
166,1,64.22,1,0,0,100,重要客户预警流失客户
85,3,316.98,1,1,1,111,重要价值客户
134,1,122.81,1,0,0,100,重要客户预警流失客户
209,1,33.99,1,0,0,100,重要客户预警流失客户
260,2,220.04,0,1,1,011,消费潜力客户
226,1,70.91,0,0,0,000,流失客户
301,1,25.17,0,0,0,000,流失客户
91,1,30.56,1,0,0,100,重要客户预警流失客户
98,2,318.92,1,1,1,111,重要价值客户
110,1,25.03,1,0,0,100,重要客户预警流失客户
53,1,93.65,1,0,0,100,重要客户预警流失客户
150,1,145.79,1,0,0,100,重要客户预警流失客户
173,1,40.22,1,0,0,100,重要客户预警流失客户
79,1,116.58,1,0,0,100,重要客户预警流失客户
88,1,126.65,1,0,0,100,重要客户预警流失客户
277,1,236.65,0,0,1,001,新客户
224,1,566.07,0,0,1,001,新客户
202,1,265.5,1,0,1,101,频次深耕客户
259,2,131.20000000000002,0,1,0,010,一般客户
408,3,731.74,0,1,1,011,消费潜力客户
103,1,87.32,1,0,0,100,重要客户预警流失客户
84,1,212.01,1,0,1,101,频次深耕客户
222,1,33.6,0,0,0,000,流失客户
25,1,149.09,1,0,0,100,重要客户预警流失客户
542,1,513.51,0,0,1,001,新客户
244,2,331.16,0,1,1,011,消费潜力客户
527,1,42.95,0,0,0,000,流失客户
437,1,54.38,0,0,0,000,流失客户
204,1,27.68,1,0,0,100,重要客户预警流失客户
28,1,42.48,1,0,0,100,重要客户预警流失客户
510,1,214.65,0,0,1,001,新客户
9,2,483.14,1,1,1,111,重要价值客户
141,1,70.47,1,0,0,100,重要客户预警流失客户
278,1,66.67,0,0,0,000,流失客户
98,1,120.26,1,0,0,100,重要客户预警流失客户
106,2,134.74,1,1,0,110,高消费唤醒客户
136,1,173.59,1,0,0,100,重要客户预警流失客户
273,1,304.77,0,0,1,001,新客户
534,1,318.44,0,0,1,001,新客户
385,1,35.84,0,0,0,000,流失客户
368,1,36.75,0,0,0,000,流失客户
199,1,65.1,1,0,0,100,重要客户预警流失客户
79,1,107.69,1,0,0,100,重要客户预警流失客户
128,2,126.22999999999999,1,1,0,110,高消费唤醒客户
126,1,90.44,1,0,0,100,重要客户预警流失客户
184,1,450.53,1,0,1,101,频次深耕客户
61,1,202.98,1,0,1,101,频次深耕客户
463,1,145.31,0,0,0,000,流失客户
76,1,543.29,1,0,1,101,频次深耕客户
47,1,63.31,1,0,0,100,重要客户预警流失客户
278,2,247.08,0,1,1,011,消费潜力客户
165,1,140.06,1,0,0,100,重要客户预警流失客户
174,1,45.29,1,0,0,100,重要客户预警流失客户
151,1,62.43,1,0,0,100,重要客户预警流失客户
471,1,37.53,0,0,0,000,流失客户
228,1,74.16,0,0,0,000,流失客户
218,2,408.36,1,1,1,111,重要价值客户
155,1,66.74,1,0,0,100,重要客户预警流失客户
30,1,217.86,1,0,1,101,频次深耕客户
165,1,363.29,1,0,1,101,频次深耕客户
475,1,260.52,0,0,1,001,新客户
453,1,87.73,0,0,0,000,流失客户
467,1,105.28,0,0,0,000,流失客户
148,1,36.85,1,0,0,100,重要客户预警流失客户
115,2,279.6,1,1,1,111,重要价值客户
183,1,177.58,1,0,0,100,重要客户预警流失客户
485,1,352.98,0,0,1,001,新客户
88,1,162.04,1,0,0,100,重要客户预警流失客户
342,2,492.26,0,1,1,011,消费潜力客户
223,1,166.71,0,0,0,000,流失客户
124,1,21.39,1,0,0,100,重要客户预警流失客户
266,1,253.4,0,0,1,001,新客户
6,1,68.35,1,0,0,100,重要客户预警流失客户
528,1,156.09,0,0,0,000,流失客户
244,1,242.8,0,0,1,001,新客户
161,1,40.88,1,0,0,100,重要客户预警流失客户
225,1,188.34,0,0,0,000,流失客户
352,1,74.0,0,0,0,000,流失客户
301,1,112.12,0,0,0,000,流失客户
456,1,23.84,0,0,0,000,流失客户
228,1,22.27,0,0,0,000,流失客户
126,2,430.12,1,1,1,111,重要价值客户
475,1,145.66,0,0,0,000,流失客户
231,2,176.38,0,1,0,010,一般客户
68,1,104.4,1,0,0,100,重要客户预警流失客户
41,2,713.8,1,1,1,111,重要价值客户
47,1,135.84,1,0,0,100,重要客户预警流失客户
244,1,67.56,0,0,0,000,流失客户
121,1,30.22,1,0,0,100,重要客户预警流失客户
193,1,37.77,1,0,0,100,重要客户预警流失客户
87,1,533.49,1,0,1,101,频次深耕客户
325,3,698.13,0,1,1,011,消费潜力客户
391,3,1469.07,0,1,1,011,消费潜力客户
305,1,32.23,0,0,0,000,流失客户
406,1,116.94,0,0,0,000,流失客户
89,1,27.36,1,0,0,100,重要客户预警流失客户
490,1,563.45,0,0,1,001,新客户
152,1,145.66,1,0,0,100,重要客户预警流失客户
358,2,100.34,0,1,0,010,一般客户
689,1,30.22,0,0,0,000,流失客户
386,1,75.08,0,0,0,000,流失客户
349,2,765.84,0,1,1,011,消费潜力客户
119,3,436.68,1,1,1,111,重要价值客户
398,2,156.86,0,1,0,010,一般客户
85,2,149.12,1,1,0,110,高消费唤醒客户
527,1,94.72,0,0,0,000,流失客户
353,1,283.39,0,0,1,001,新客户
386,1,194.56,0,0,0,000,流失客户
30,3,595.4399999999999,1,1,1,111,重要价值客户
12,1,73.38,1,0,0,100,重要客户预警流失客户
201,1,65.0,1,0,0,100,重要客户预警流失客户
267,1,101.34,0,0,0,000,流失客户
454,1,44.24,0,0,0,000,流失客户
558,1,187.49,0,0,0,000,流失客户
244,1,133.35,0,0,0,000,流失客户
198,1,221.79,1,0,1,101,频次深耕客户
289,3,792.72,0,1,1,011,消费潜力客户
120,1,69.65,1,0,0,100,重要客户预警流失客户
386,1,68.04,0,0,0,000,流失客户
568,1,97.2,0,0,0,000,流失客户
258,1,58.62,0,0,0,000,流失客户
432,1,144.63,0,0,0,000,流失客户
282,1,218.55,0,0,1,001,新客户
78,1,86.55,1,0,0,100,重要客户预警流失客户
204,1,87.55,1,0,0,100,重要客户预警流失客户
255,1,96.96,0,0,0,000,流失客户
393,1,77.05,0,0,0,000,流失客户
35,1,64.0,1,0,0,100,重要客户预警流失客户
78,1,882.92,1,0,1,101,频次深耕客户
165,1,35.13,1,0,0,100,重要客户预警流失客户
74,2,116.8,1,1,0,110,高消费唤醒客户
461,1,215.38,0,0,1,001,新客户
497,1,247.88,0,0,1,001,新客户
153,1,518.38,1,0,1,101,频次深耕客户
232,1,59.52,0,0,0,000,流失客户
416,1,165.81,0,0,0,000,流失客户
113,1,192.61,1,0,0,100,重要客户预警流失客户
418,1,125.88,0,0,0,000,流失客户
82,1,118.23,1,0,0,100,重要客户预警流失客户
82,3,380.61,1,1,1,111,重要价值客户
13,1,116.17,1,0,0,100,重要客户预警流失客户
162,1,49.22,1,0,0,100,重要客户预警流失客户
137,1,210.22,1,0,1,101,频次深耕客户
191,1,181.21,1,0,0,100,重要客户预警流失客户
281,2,672.68,0,1,1,011,消费潜力客户
276,1,103.55,0,0,0,000,流失客户
352,2,115.74000000000001,0,1,0,010,一般客户
209,1,63.05,1,0,0,100,重要客户预警流失客户
541,1,60.95,0,0,0,000,流失客户
175,1,98.71,1,0,0,100,重要客户预警流失客户
449,1,131.95,0,0,0,000,流失客户
310,1,77.97,0,0,0,000,流失客户
205,1,67.3,1,0,0,100,重要客户预警流失客户
360,2,615.36,0,1,1,011,消费潜力客户
134,1,72.74,1,0,0,100,重要客户预警流失客户
493,1,130.01,0,0,0,000,流失客户
378,1,34.75,0,0,0,000,流失客户
434,2,324.64,0,1,1,011,消费潜力客户
482,4,251.32,0,1,1,011,消费潜力客户
145,1,57.19,1,0,0,100,重要客户预警流失客户
132,1,163.78,1,0,0,100,重要客户预警流失客户
217,1,170.71,1,0,0,100,重要客户预警流失客户
72,2,97.15,1,1,0,110,高消费唤醒客户
210,1,40.99,1,0,0,100,重要客户预警流失客户
205,1,177.49,1,0,0,100,重要客户预警流失客户
18,1,70.63,1,0,0,100,重要客户预警流失客户
21,2,1123.06,1,1,1,111,重要价值客户
79,1,175.08,1,0,0,100,重要客户预警流失客户
144,1,56.22,1,0,0,100,重要客户预警流失客户
153,4,1191.52,1,1,1,111,重要价值客户
133,1,36.1,1,0,0,100,重要客户预警流失客户
162,3,394.91999999999996,1,1,1,111,重要价值客户
351,1,217.64,0,0,1,001,新客户
197,1,138.09,1,0,0,100,重要客户预警流失客户
322,1,807.54,0,0,1,001,新客户
237,1,102.87,0,0,0,000,流失客户
27,1,44.51,1,0,0,100,重要客户预警流失客户
378,1,127.92,0,0,0,000,流失客户
132,1,114.66,1,0,0,100,重要客户预警流失客户
22,1,133.53,1,0,0,100,重要客户预警流失客户
98,1,169.01,1,0,0,100,重要客户预警流失客户
149,1,206.49,1,0,1,101,频次深耕客户
105,1,545.14,1,0,1,101,频次深耕客户
112,1,99.9,1,0,0,100,重要客户预警流失客户
175,1,201.45,1,0,0,100,重要客户预警流失客户
308,1,173.86,0,0,0,000,流失客户
241,1,36.85,0,0,0,000,流失客户
380,1,167.13,0,0,0,000,流失客户
113,1,63.23,1,0,0,100,重要客户预警流失客户
65,3,792.72,1,1,1,111,重要价值客户
291,1,103.55,0,0,0,000,流失客户
393,1,37.53,0,0,0,000,流失客户
203,1,67.5,1,0,0,100,重要客户预警流失客户
290,1,46.69,0,0,0,000,流失客户
319,1,236.48,0,0,1,001,新客户
7,1,63.55,1,0,0,100,重要客户预警流失客户
181,2,491.68,1,1,1,111,重要价值客户
216,1,196.01,1,0,0,100,重要客户预警流失客户
33,1,42.48,1,0,0,100,重要客户预警流失客户
81,1,163.98,1,0,0,100,重要客户预警流失客户
322,2,1372.25,0,1,1,011,消费潜力客户
220,1,190.45,0,0,0,000,流失客户
363,1,40.85,0,0,0,000,流失客户
277,1,232.9,0,0,1,001,新客户
388,1,95.77,0,0,0,000,流失客户
67,1,165.96,1,0,0,100,重要客户预警流失客户
174,1,152.72,1,0,0,100,重要客户预警流失客户
276,1,246.36,0,0,1,001,新客户
227,4,481.12,0,1,1,011,消费潜力客户
397,1,420.13,0,0,1,001,新客户
477,1,61.05,0,0,0,000,流失客户
54,1,147.84,1,0,0,100,重要客户预警流失客户
155,1,27.13,1,0,0,100,重要客户预警流失客户
22,1,135.82,1,0,0,100,重要客户预警流失客户
145,1,85.45,1,0,0,100,重要客户预警流失客户
272,1,149.88,0,0,0,000,流失客户
28,1,177.25,1,0,0,100,重要客户预警流失客户
386,1,171.4,0,0,0,000,流失客户
448,1,112.55,0,0,0,000,流失客户
154,1,119.94,1,0,0,100,重要客户预警流失客户
270,1,64.87,0,0,0,000,流失客户
338,1,35.0,0,0,0,000,流失客户
133,1,213.81,1,0,1,101,频次深耕客户
358,1,334.49,0,0,1,001,新客户
161,1,52.45,1,0,0,100,重要客户预警流失客户
688,2,310.4,0,1,1,011,消费潜力客户
283,2,364.64,0,1,1,011,消费潜力客户
276,1,92.87,0,0,0,000,流失客户
487,1,65.89,0,0,0,000,流失客户
56,1,56.95,1,0,0,100,重要客户预警流失客户
179,1,102.96,1,0,0,100,重要客户预警流失客户
352,1,158.38,0,0,0,000,流失客户
201,1,67.5,1,0,0,100,重要客户预警流失客户
84,1,106.47,1,0,0,100,重要客户预警流失客户
13,1,85.13,1,0,0,100,重要客户预警流失客户
6,1,35.95,1,0,0,100,重要客户预警流失客户
255,1,201.53,0,0,0,000,流失客户
16,1,39.26,1,0,0,100,重要客户预警流失客户
359,1,465.89,0,0,1,001,新客户
70,1,147.04,1,0,0,100,重要客户预警流失客户
102,1,66.82,1,0,0,100,重要客户预警流失客户
20,1,172.17,1,0,0,100,重要客户预警流失客户
420,1,90.73,0,0,0,000,流失客户
259,1,200.35,0,0,0,000,流失客户
57,2,133.56,1,1,0,110,高消费唤醒客户
277,1,66.64,0,0,0,000,流失客户
223,1,1129.91,0,0,1,001,新客户
317,1,174.68,0,0,0,000,流失客户
389,3,118.22999999999999,0,1,0,010,一般客户
111,1,37.38,1,0,0,100,重要客户预警流失客户
172,1,202.34,1,0,1,101,频次深耕客户
72,8,236.2,1,1,1,111,重要价值客户
115,1,112.02,1,0,0,100,重要客户预警流失客户
128,2,607.39,1,1,1,111,重要价值客户
356,1,72.14,0,0,0,000,流失客户
291,2,103.16,0,1,0,010,一般客户
202,1,97.78,1,0,0,100,重要客户预警流失客户
238,1,56.01,0,0,0,000,流失客户
203,1,43.0,1,0,0,100,重要客户预警流失客户
32,1,43.41,1,0,0,100,重要客户预警流失客户
246,2,86.25,0,1,0,010,一般客户
151,1,69.94,1,0,0,100,重要客户预警流失客户
134,1,237.63,1,0,1,101,频次深耕客户
281,1,54.87,0,0,0,000,流失客户
371,1,71.82,0,0,0,000,流失客户
225,1,95.31,0,0,0,000,流失客户
562,1,72.63,0,0,0,000,流失客户
3,1,95.72,1,0,0,100,重要客户预警流失客户
38,1,123.54,1,0,0,100,重要客户预警流失客户
182,1,96.71,1,0,0,100,重要客户预警流失客户
218,2,331.92,1,1,1,111,重要价值客户
172,2,171.12,1,1,0,110,高消费唤醒客户
148,1,160.19,1,0,0,100,重要客户预警流失客户
551,1,857.36,0,0,1,001,新客户
251,1,65.43,0,0,0,000,流失客户
66,1,42.51,1,0,0,100,重要客户预警流失客户
167,2,159.01999999999998,1,1,0,110,高消费唤醒客户
125,1,164.8,1,0,0,100,重要客户预警流失客户
132,1,32.38,1,0,0,100,重要客户预警流失客户
230,1,71.82,0,0,0,000,流失客户
107,1,116.62,1,0,0,100,重要客户预警流失客户
479,1,30.84,0,0,0,000,流失客户
34,1,22.38,1,0,0,100,重要客户预警流失客户
450,1,86.15,0,0,0,000,流失客户
155,1,179.04,1,0,0,100,重要客户预警流失客户
310,1,35.0,0,0,0,000,流失客户
73,2,173.66000000000003,1,1,0,110,高消费唤醒客户
83,1,50.13,1,0,0,100,重要客户预警流失客户
267,1,112.44,0,0,0,000,流失客户
208,1,172.34,1,0,0,100,重要客户预警流失客户
378,2,927.8199999999999,0,1,1,011,消费潜力客户
265,1,33.68,0,0,0,000,流失客户
251,2,454.28,0,1,1,011,消费潜力客户
272,1,140.49,0,0,0,000,流失客户
142,1,461.99,1,0,1,101,频次深耕客户
280,2,522.72,0,1,1,011,消费潜力客户
503,1,45.86,0,0,0,000,流失客户
124,1,103.06,1,0,0,100,重要客户预警流失客户
187,1,234.19,1,0,1,101,频次深耕客户
315,2,350.54,0,1,1,011,消费潜力客户
291,1,79.56,0,0,0,000,流失客户
455,1,87.67,0,0,0,000,流失客户
429,1,120.87,0,0,0,000,流失客户
262,1,195.12,0,0,0,000,流失客户
122,1,32.69,1,0,0,100,重要客户预警流失客户
92,1,40.22,1,0,0,100,重要客户预警流失客户
575,1,87.27,0,0,0,000,流失客户
270,1,116.94,0,0,0,000,流失客户
324,1,106.78,0,0,0,000,流失客户
7,1,307.12,1,0,1,101,频次深耕客户
235,1,85.6,0,0,0,000,流失客户
288,1,24.01,0,0,0,000,流失客户
12,1,178.0,1,0,0,100,重要客户预警流失客户
415,1,143.71,0,0,0,000,流失客户
193,1,66.59,1,0,0,100,重要客户预警流失客户
277,1,426.26,0,0,1,001,新客户
15,1,258.03,1,0,1,101,频次深耕客户
219,1,66.69,0,0,0,000,流失客户
52,1,98.68,1,0,0,100,重要客户预警流失客户
380,2,359.88,0,1,1,011,消费潜力客户
21,1,415.94,1,0,1,101,频次深耕客户
358,1,82.07,0,0,0,000,流失客户
109,1,87.14,1,0,0,100,重要客户预警流失客户
279,1,46.24,0,0,0,000,流失客户
37,1,422.47,1,0,1,101,频次深耕客户
278,1,56.78,0,0,0,000,流失客户
226,1,167.29,0,0,0,000,流失客户
286,1,110.02,0,0,0,000,流失客户
7,1,74.62,1,0,0,100,重要客户预警流失客户
284,1,641.31,0,0,1,001,新客户
243,1,114.44,0,0,0,000,流失客户
68,1,126.8,1,0,0,100,重要客户预警流失客户
312,1,648.15,0,0,1,001,新客户
189,2,231.0,1,1,1,111,重要价值客户
538,2,454.48,0,1,1,011,消费潜力客户
266,1,165.7,0,0,0,000,流失客户
163,6,879.87,1,1,1,111,重要价值客户
207,1,200.52,1,0,0,100,重要客户预警流失客户
55,1,87.12,1,0,0,100,重要客户预警流失客户
373,1,25.68,0,0,0,000,流失客户
18,1,388.68,1,0,1,101,频次深耕客户
506,1,583.3,0,0,1,001,新客户
286,1,123.56,0,0,0,000,流失客户
121,1,133.25,1,0,0,100,重要客户预警流失客户
190,1,321.82,1,0,1,101,频次深耕客户
274,1,71.14,0,0,0,000,流失客户
497,1,990.54,0,0,1,001,新客户
195,1,47.79,1,0,0,100,重要客户预警流失客户
349,1,303.33,0,0,1,001,新客户
197,1,125.33,1,0,0,100,重要客户预警流失客户
290,1,55.01,0,0,0,000,流失客户
166,1,232.27,1,0,1,101,频次深耕客户
258,2,461.64,0,1,1,011,消费潜力客户
226,1,397.13,0,0,1,001,新客户
85,1,239.91,1,0,1,101,频次深耕客户
474,1,34.75,0,0,0,000,流失客户
197,1,38.01,1,0,0,100,重要客户预警流失客户
34,1,87.81,1,0,0,100,重要客户预警流失客户
19,1,65.35,1,0,0,100,重要客户预警流失客户
93,1,182.51,1,0,0,100,重要客户预警流失客户
570,1,145.57,0,0,0,000,流失客户
581,1,123.06,0,0,0,000,流失客户
524,2,267.96,0,1,1,011,消费潜力客户
105,1,116.9,1,0,0,100,重要客户预警流失客户
438,1,55.09,0,0,0,000,流失客户
138,1,39.44,1,0,0,100,重要客户预警流失客户
271,1,60.23,0,0,0,000,流失客户
191,1,172.84,1,0,0,100,重要客户预警流失客户
311,1,95.22,0,0,0,000,流失客户
115,1,98.33,1,0,0,100,重要客户预警流失客户
98,1,139.71,1,0,0,100,重要客户预警流失客户
138,1,327.17,1,0,1,101,频次深耕客户
38,2,376.03,1,1,1,111,重要价值客户
132,1,48.22,1,0,0,100,重要客户预警流失客户
331,1,66.1,0,0,0,000,流失客户
41,1,20.38,1,0,0,100,重要客户预警流失客户
269,1,28.62,0,0,0,000,流失客户
195,1,134.45,1,0,0,100,重要客户预警流失客户
284,1,69.73,0,0,0,000,流失客户
25,1,145.28,1,0,0,100,重要客户预警流失客户
490,1,97.89,0,0,0,000,流失客户
565,1,167.7,0,0,0,000,流失客户
401,1,366.12,0,0,1,001,新客户
28,1,343.74,1,0,1,101,频次深耕客户
206,1,246.04,1,0,1,101,频次深耕客户
181,1,188.66,1,0,0,100,重要客户预警流失客户
516,1,60.68,0,0,0,000,流失客户
114,1,162.55,1,0,0,100,重要客户预警流失客户
165,1,161.38,1,0,0,100,重要客户预警流失客户
511,2,302.96,0,1,1,011,消费潜力客户
476,1,79.9,0,0,0,000,流失客户
114,1,129.64,1,0,0,100,重要客户预警流失客户
569,1,87.13,0,0,0,000,流失客户
268,1,305.7,0,0,1,001,新客户
190,1,139.89,1,0,0,100,重要客户预警流失客户
121,1,150.52,1,0,0,100,重要客户预警流失客户
271,1,86.02,0,0,0,000,流失客户
345,2,264.91999999999996,0,1,1,011,消费潜力客户
151,1,209.16,1,0,1,101,频次深耕客户
229,1,86.02,0,0,0,000,流失客户
277,2,533.92,0,1,1,011,消费潜力客户
296,1,56.38,0,0,0,000,流失客户
327,4,722.6099999999999,0,1,1,011,消费潜力客户
387,1,112.43,0,0,0,000,流失客户
117,1,311.6,1,0,1,101,频次深耕客户
375,1,137.08,0,0,0,000,流失客户
50,1,74.7,1,0,0,100,重要客户预警流失客户
189,1,143.06,1,0,0,100,重要客户预警流失客户
38,1,374.59,1,0,1,101,频次深耕客户
23,2,155.44,1,1,0,110,高消费唤醒客户
327,1,112.71,0,0,0,000,流失客户
189,1,197.48,1,0,0,100,重要客户预警流失客户
321,1,122.34,0,0,0,000,流失客户
292,1,267.62,0,0,1,001,新客户
22,1,111.37,1,0,0,100,重要客户预警流失客户
121,1,49.16,1,0,0,100,重要客户预警流失客户
283,1,695.99,0,0,1,001,新客户
17,1,214.84,1,0,1,101,频次深耕客户
121,2,474.53999999999996,1,1,1,111,重要价值客户
112,1,99.9,1,0,0,100,重要客户预警流失客户
527,1,213.56,0,0,1,001,新客户
180,1,141.62,1,0,0,100,重要客户预警流失客户
290,1,53.1,0,0,0,000,流失客户
56,1,857.6,1,0,1,101,频次深耕客户
20,1,56.6,1,0,0,100,重要客户预警流失客户
213,1,821.03,1,0,1,101,频次深耕客户
120,1,68.28,1,0,0,100,重要客户预警流失客户
226,1,406.16,0,0,1,001,新客户
184,1,125.0,1,0,0,100,重要客户预警流失客户
206,1,173.27,1,0,0,100,重要客户预警流失客户
185,1,47.81,1,0,0,100,重要客户预警流失客户
310,1,85.8,0,0,0,000,流失客户
518,1,129.73,0,0,0,000,流失客户
271,1,254.22,0,0,1,001,新客户
237,1,510.16,0,0,1,001,新客户
181,1,68.34,1,0,0,100,重要客户预警流失客户
193,1,51.14,1,0,0,100,重要客户预警流失客户
337,1,104.28,0,0,0,000,流失客户
524,2,509.64,0,1,1,011,消费潜力客户
464,1,143.83,0,0,0,000,流失客户
5,1,80.56,1,0,0,100,重要客户预警流失客户
186,1,291.83,1,0,1,101,频次深耕客户
308,1,55.83,0,0,0,000,流失客户
41,1,17.38,1,0,0,100,重要客户预警流失客户
454,1,283.34,0,0,1,001,新客户
152,5,113.16999999999999,1,1,0,110,高消费唤醒客户
133,2,113.83,1,1,0,110,高消费唤醒客户
415,2,232.64,0,1,1,011,消费潜力客户
105,1,99.43,1,0,0,100,重要客户预警流失客户
315,1,131.61,0,0,0,000,流失客户
336,1,65.0,0,0,0,000,流失客户
156,1,271.61,1,0,1,101,频次深耕客户
68,1,38.14,1,0,0,100,重要客户预警流失客户
12,1,61.27,1,0,0,100,重要客户预警流失客户
225,1,140.02,0,0,0,000,流失客户
324,1,30.84,0,0,0,000,流失客户
64,1,42.51,1,0,0,100,重要客户预警流失客户
568,2,257.28,0,1,1,011,消费潜力客户
214,1,164.63,1,0,0,100,重要客户预警流失客户
117,1,70.27,1,0,0,100,重要客户预警流失客户
126,1,213.95,1,0,1,101,频次深耕客户
358,1,147.34,0,0,0,000,流失客户
85,1,168.83,1,0,0,100,重要客户预警流失客户
327,1,132.53,0,0,0,000,流失客户
43,1,64.32,1,0,0,100,重要客户预警流失客户
229,3,316.01,0,1,1,011,消费潜力客户
320,1,75.07,0,0,0,000,流失客户
387,1,75.65,0,0,0,000,流失客户
44,1,169.72,1,0,0,100,重要客户预警流失客户
17,1,32.13,1,0,0,100,重要客户预警流失客户
98,1,61.29,1,0,0,100,重要客户预警流失客户
413,1,109.07,0,0,0,000,流失客户
